Player Name,Year,Team,Goals,AST,PTS,ShAtt,Fouls,RC,YC,GC,DSv
Joelle McElroy,2022-23,Haverford,,,0,,,,,,
Joelle McElroy,2023-24,Haverford,,,0,3,,,,,
Joelle McElroy,2024-25,Haverford,,1,1,3,,,,2,
Joelle McElroy,2025-26,Haverford,,,0,2,1,,2,1,
Joelle McElroy,Career,,,1,1,8,1,,2,3,
