Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Isaac Varghese,2025-26,Haverford,13,203:49,24,70,34.29,14,38,36.84,9,11,81.82,1.23,71,4,12,16,1.23,14,20,7,1,14,,,,,1.000,0
Isaac Varghese,Career,,18,216:26,25,73,34.25,15,40,37.50,9,11,81.82,1.00,74,4,14,18,1.00,14,22,10,1,16,,,,,,0
