Player Name,Year,Team,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Bench Pts PG,Bench,Trpl Dbl
Briana Pellew,2024-25,Haverford,38:53,3,4,75.00,,,,,1,0.00,6,0.62,3,5,8,0.62,,5,1,,6,13,,,,,,
Briana Pellew,2025-26,Haverford,59:16,2,6,33.33,,,,1,3,33.33,5,1.40,3,11,14,1.40,1,9,,5,6,10,,,,,,
