Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Tyler Nolan,2025-26,Haverford,13,252:32,35,112,31.25,21,68,30.88,21,31,67.74,2.85,112,13,24,37,2.85,8,16,14,3,25,,,,,,0
Tyler Nolan,Career,,13,252:32,35,112,31.25,21,68,30.88,21,31,67.74,2.85,112,13,24,37,2.85,8,16,14,3,25,,,,,,0
