Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Sierra Lever,2025-26,Haverford,22,73,2,0,14,0.143,41,4,3,244,204,23,,,,6.0,1,
