Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Rachel Cohrs,2025-26,Haverford,3,3,1,1,5,0.000,,,1,,,,,,1,1.0,,
