Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Tommy Belman,2024-25,Haverford,8,0.286,0.444,0.286,5,7,2,,,2,,1,2,,,1,2,1,,,2,,,
