Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Luke Shane,2023-24,Haverford,13,0.182,0.438,0.273,1,11,2,1,,3,,1,5,,,,7,,,,1,,,
Luke Shane,2024-25,Haverford,,,,,,,,,,0,,,,,,,,,,,,,,
