Player Name,Year,Team,GP,Minutes,Goals,Assists,Points,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,Corners,PK,PK Att,GWG
Mia Peifer,2023-24,Haverford,4,99:12,,,0,,,,,,,,,
Mia Peifer,2024-25,Haverford,9,226:26,,,0,,,1,,,,,,
Mia Peifer,2025-26,Haverford,16,744:50,1,,2,7,1,8,,,,,,
