Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Maggie Turner,2024-25,Haverford,8,24,8,14,44,-0.136,,,6,9,3,,4,12,,18.0,,
Maggie Turner,2025-26,Haverford,28,105,93,21,258,0.279,8,,,19,3,1,9,91,4,147.5,,
