Player Name,Year,Team,Games,Fouls,GS,Goals,Assists,Points,Shots,SOG,Ground Balls,Turnovers,CT,Freepos Shots,Freepos Goals,RC,YC,GC,Draw Controls
Natalie Bole,2024-25,Haverford,16,3,,6,2,8,14,7,7,4,3,3,1,,,3,4
