Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Eliana Brown,2022-23,Haverford,19,64,125,63,462,0.134,16,41,10,153,419,39,1,10,,172.0,2,
Eliana Brown,2023-24,Haverford,25,83,148,58,497,0.181,7,2,2,69,149,14,4,30,1,169.0,1,
Eliana Brown,2024-25,Haverford,24,87,201,82,724,0.164,73,39,24,243,620,37,7,25,1,259.5,2,
Eliana Brown,2025-26,Haverford,28,103,266,120,877,0.166,29,35,31,329,631,48,1,43,,323.5,3,
