Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Aidan Rodriguez,2024-25,Haverford,10,1,,9,4,7,,,,,,
Aidan Rodriguez,2025-26,Haverford,3,1,,4,2,2,,,,,,
