Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Simon Bank,2024-25,Haverford,5,,,,,,,,,,,
Simon Bank,2025-26,Haverford,1,,,,,,,,,,,
Simon Bank,Career,,6,,,,,,,,,,,
