Player Name,Year,Team,Goals,AST,PTS,ShAtt,Fouls,RC,YC,GC,DSv
Naomi York,2022-23,Haverford,2,1,5,9,,,,1,
Naomi York,2023-24,Haverford,3,1,7,18,,,,3,
Naomi York,2024-25,Haverford,4,3,11,37,,,4,1,2
Naomi York,2025-26,Haverford,11,2,24,36,,,1,4,1
