Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Jonathan D'Amour,2024-25,Haverford,8,1,,3,2,2,,1,,,,
Jonathan D'Amour,2025-26,Haverford,20,5,1,29,12,7,,3,1,1,,1
Jonathan D'Amour,Career,,28,6,1,32,14,9,,4,1,1,,1
