Player Name,Year,Team,GP,Minutes,Goals,Assists,Points,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,Corners,PK,PK Att,GWG
Lauren Anderson,2022-23,Haverford,16,1382:00,,1,1,3,2,7,,,,,,
Lauren Anderson,2023-24,Haverford,16,1327:23,,,0,1,1,4,,,,,,
Lauren Anderson,2024-25,Haverford,19,1664:30,1,4,6,19,10,6,,2,,,,
Lauren Anderson,2025-26,Haverford,18,1619:00,,,0,3,1,5,,1,,,,
