Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Izabela Potocnjak,2022-23,Haverford,22,75,154,99,512,0.107,5,1,2,44,186,26,6,25,5,173.5,1,
Izabela Potocnjak,2023-24,Haverford,25,86,106,62,337,0.131,3,15,8,34,9,2,11,62,9,163.0,2,
Izabela Potocnjak,2024-25,Haverford,26,96,164,114,616,0.081,13,50,22,109,272,30,3,31,6,232.5,,
Izabela Potocnjak,2025-26,Haverford,28,103,146,84,538,0.115,3,44,28,78,9,,1,55,9,218.5,1,
