Player Name,Year,Team,GS,G,BA,OBPct,SlgPct,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,SBA,CS,Picked,GO,FO
Jocelyn Leal,2022-23,Haverford,35,36,0.379,0.454,0.515,103,30,39,7,2,53,1,,14,1,15,1,2,9,2,1,,,5,,,,26,30
Jocelyn Leal,2023-24,Haverford,33,33,0.321,0.357,0.387,106,25,34,4,,41,1,,6,,17,,7,1,1,1,,,6,6,,,39,32
Jocelyn Leal,2024-25,Haverford,33,33,0.330,0.380,0.480,100,17,33,10,1,48,1,,7,1,24,,6,4,1,,,,4,5,1,,29,35
