Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Sam Kinsey,2025-26,Haverford,2,,,1,,2,,,,,,
Sam Kinsey,Career,,2,,,1,,2,,,,,,
