Player Name,Year,Team,GS,G,BA,OBPct,SlgPct,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,SBA,CS,Picked,GO,FO
Lauren Lamme,2024-25,Haverford,15,19,0.500,0.500,0.500,2,,1,,,1,,,,,,,,,,,,,,,,,1,
