Player Name,Year,Team,G,GS,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FOs Taken
Peter Del Col,2022-23,Haverford,2,,,,0,,,1,1,,,0
Peter Del Col,2023-24,Haverford,2,,,,0,1,,1,,,,0
Peter Del Col,2024-25,Haverford,1,,,,0,,,1,,,,0
