Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Marlena Kinlan,2025-26,Haverford,7,15,0,0,1,0.000,2,,3,14,18,3,,,,,,
