Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Kae Kilic,2025-26,Haverford,10,44:24,11,14,78.57,8,11,72.73,4,5,80.00,0.70,34,2,5,7,0.70,3,2,2,,2,,,,,5.000,0
Kae Kilic,Career,,10,44:24,11,14,78.57,8,11,72.73,4,5,80.00,0.70,34,2,5,7,0.70,3,2,2,,2,,,,,,0
