Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Ethan Goldstein,2022-23,Haverford,20,0.333,0.500,0.333,1,3,1,,,1,,,1,,,,1,,,,,,,
Ethan Goldstein,2023-24,Haverford,10,,,,,,,,,0,,,,,,,,,,,,,,
Ethan Goldstein,2024-25,Haverford,12,,,,,,,,,0,,,,,,,,,,,,,,
