Player Name,Year,Team,Games,Fouls,GS,Goals,Assists,Points,Shots,SOG,Ground Balls,Turnovers,CT,Freepos Shots,Freepos Goals,RC,YC,GC,Draw Controls
Brooke Epstein,2022-23,Haverford,17,2,12,25,8,33,48,39,8,9,5,10,6,,1,,3
Brooke Epstein,2023-24,Haverford,19,4,19,61,22,83,127,99,18,31,9,28,14,,4,6,25
Brooke Epstein,2024-25,Haverford,21,7,21,66,23,89,131,101,16,36,7,26,14,,2,7,98
