Player Name,Year,Team,Goals,AST,PTS,ShAtt,Fouls,RC,YC,GC,DSv
Kendall Fleet,2023-24,Haverford,,,0,,,,,,
Kendall Fleet,2025-26,Haverford,,1,1,4,,,,1,
Kendall Fleet,Career,,,1,1,4,,,,1,
