Player Name,Year,Team,GS,G,BA,OBPct,SlgPct,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,SBA,CS,Picked,GO,FO
Sarah Fan,2022-23,Haverford,5,22,0.368,0.409,0.368,19,8,7,,,7,,,2,,7,1,,3,1,,,,4,,4,,6,4
Sarah Fan,2023-24,Haverford,24,28,0.356,0.385,0.356,73,11,26,,,26,,,4,,8,1,3,10,1,,,,8,10,2,,23,14
Sarah Fan,2024-25,Haverford,12,23,0.263,0.300,0.289,38,9,10,1,,11,,,2,,2,,,8,1,,,,4,4,,,13,7
