Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Charlotte Dziki,2025-26,Haverford,20,58,49,32,176,0.097,2,,,28,14,,1,23,,61.5,,
