Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Max McKinney,2025-26,Haverford,20,1,,5,2,6,,1,,,,1
Max McKinney,Career,,20,1,,5,2,6,,1,,,,1
