Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Elizabeth Cella,2025-26,Haverford,28,105,361,142,978,0.224,10,29,40,264,542,43,6,36,8,414.0,1,
