Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Carter Kroenke,2023-24,Haverford,6,,,,,,,,,,,
Carter Kroenke,2024-25,Haverford,12,,,2,1,2,,,,,,
Carter Kroenke,2025-26,Haverford,20,,1,6,3,5,,3,,,,
Carter Kroenke,Career,,38,,1,8,4,7,,3,,,,
