Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Charles Sharp,2025-26,Haverford,20,5,3,53,19,16,,1,,,,2
