Player Name,Year,Team,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Bench Pts PG,Bench,Trpl Dbl
Alyssa Aslam,2025-26,Haverford,132:18,7,17,41.18,,1,0.00,,2,0.00,14,2.08,5,22,27,2.08,5,12,7,3,10,13,,,,,,
