Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Aidan Lacy,2023-24,Haverford,17,2,2,23,10,9,,2,,,,1
Aidan Lacy,2024-25,Haverford,18,1,3,26,16,8,,2,,,,1
Aidan Lacy,2025-26,Haverford,2,,,1,1,,,,,,,
Aidan Lacy,Career,,37,3,5,50,27,17,,4,,,,2
