Player Name,Year,Team,MP,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
Cameryn DeBlecourt,2022-23,Haverford,23,87,38,7,128,0.242,390,35,17,184,5,1,,1,,73.5,4,
Cameryn DeBlecourt,2023-24,Haverford,,,,,,,,,,,,,,,,,,
Cameryn DeBlecourt,2024-25,Haverford,26,96,36,4,118,0.271,448,39,16,202,6,2,,,1,75.0,2,
Cameryn DeBlecourt,2025-26,Haverford,27,100,30,3,98,0.276,496,41,23,201,5,1,,,,71.0,6,
