Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Mauro DeCillis,2022-23,Haverford,13,0.000,0.294,0.000,2,12,,,,0,,2,3,2,,,8,,,,1,,,
Mauro DeCillis,2023-24,Haverford,36,0.248,0.402,0.324,19,105,26,5,,34,1,14,19,8,,3,26,3,5,1,14,,1,
Mauro DeCillis,2024-25,Haverford,19,0.167,0.429,0.167,10,24,4,,,4,,2,5,6,,5,8,,1,,6,,,
