Player Name,Year,Team,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Bench Pts PG,Bench,Trpl Dbl
Georgia Koff-Gilmore,2025-26,Haverford,306:17,23,81,28.40,10,40,25.00,8,20,40.00,64,2.50,8,27,35,2.50,30,17,17,1,18,14,1,,,,,
