Player Name,Year,Team,Goals,AST,PTS,ShAtt,Fouls,RC,YC,GC,DSv
Caroline Frost,2022-23,Haverford,,,0,,,,,,
Caroline Frost,2023-24,Haverford,,,0,,,,,,
Caroline Frost,2024-25,Haverford,,,0,1,,,,,
Caroline Frost,2025-26,Haverford,,,0,7,,,,,
Caroline Frost,Career,,,,0,8,,,,,
