Player Name,Year,Team,GP,Minutes,Goals,Assists,Points,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,Corners,PK,PK Att,GWG
Olivia Daulerio,2022-23,Haverford,13,359:57,,1,1,2,,,,,,,,
Olivia Daulerio,2023-24,Haverford,14,529:15,,,0,11,6,1,,1,,,,
Olivia Daulerio,2024-25,Haverford,19,1285:41,6,3,15,32,20,6,,1,,,,2
Olivia Daulerio,2025-26,Haverford,15,986:59,,1,1,18,9,6,,1,,,,
