Player Name,Year,Team,GP,Minutes,Goals,Assists,Points,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,Corners,PK,PK Att,GWG
Sophia Mitchell,2025-26,Haverford,18,842:01,3,,6,24,18,9,,,,,,2
