Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Josh Ho,2025-26,Haverford,7,21:13,4,10,40.00,,1,0.00,4,6,66.67,0.29,12,,2,2,0.29,1,1,1,,,,,,,1.000,0
Josh Ho,Career,,7,21:13,4,10,40.00,,1,,4,6,66.67,0.29,12,,2,2,0.29,1,1,1,,,,,,,,0
