Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Sam Schaeffer,2023-24,Haverford,21,0.241,0.361,0.517,5,29,7,2,,15,2,11,3,3,1,,7,,,,,,,
Sam Schaeffer,2024-25,Haverford,,,,,,,,,,0,,,,,,,,,,,,,,
