Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Lawson Holland,2025-26,Haverford,8,31:01,4,10,40.00,4,10,40.00,,,,0.63,12,2,3,5,0.63,,2,2,1,4,,,,,1.000,0
Lawson Holland,Career,,8,31:01,4,10,40.00,4,10,40.00,,,,0.63,12,2,3,5,0.63,,2,2,1,4,,,,,,0
