Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Andrew Fritz,2022-23,Haverford,14,3,1,25,12,2,,1,,,,1
Andrew Fritz,2023-24,Haverford,17,,,19,3,8,,1,,,,
Andrew Fritz,2024-25,Haverford,18,3,2,22,10,15,,,,,,
Andrew Fritz,2025-26,Haverford,20,2,1,33,14,4,,1,,,,1
Andrew Fritz,Career,,69,8,4,99,39,29,,3,,,,2
