Player Name,Year,Team,GP,Minutes,Goals,Assists,Points,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,Corners,PK,PK Att,GWG
Mayah Simon,2025-26,Haverford,3,57:00,,,0,,,1,,,,,,
