Player Name,Year,Team,G,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,RBI2out
Chuck Norton,2022-23,Haverford,40,0.276,0.400,0.407,29,123,34,4,,50,4,12,18,8,1,3,14,3,2,,1,,2,
Chuck Norton,2023-24,Haverford,37,0.315,0.403,0.385,27,130,41,6,,50,1,20,16,5,3,2,19,2,2,,10,,,
Chuck Norton,2024-25,Haverford,40,0.316,0.376,0.406,30,155,49,8,,63,2,25,10,6,2,1,13,4,2,2,13,,2,
