Player Name,Year,Team,Games,Goals,Assists,ShAtt,SoG,Fouls,Red Cards,Yellow Cards,PK,PK Att,Corners,GWG
Josh Brown,2023-24,Haverford,4,,,,,,,,,,,
Josh Brown,2024-25,Haverford,9,,,2,,1,,1,,,,
Josh Brown,2025-26,Haverford,17,2,1,20,4,4,,1,,,,1
Josh Brown,Career,,30,2,1,22,4,5,,2,,,,1
