Player Name,Year,Team,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Bench Pts PG,Bench,Trpl Dbl
Bri Heafey,2025-26,Haverford,372:36,27,85,31.76,11,41,26.83,22,35,62.86,87,3.07,11,32,43,3.07,44,35,14,2,27,14,,,,,,
