Player Name,Year,Team,G,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,Avg,PTS,ORebs,DRebs,Tot Reb,Avg,AST,TO,STL,BLK,Fouls,Dbl Dbl,Trpl Dbl,DQ,Tech Fouls,Effective FG Pct.,Bench
Emmanuel Cheung Hernandez,2025-26,Haverford,13,156:49,29,62,46.77,2,4,50.00,12,26,46.15,3.31,72,23,20,43,3.31,13,23,12,1,33,,,1,,2.000,0
Emmanuel Cheung Hernandez,Career,,13,156:49,29,62,46.77,2,4,50.00,12,26,46.15,3.31,72,23,20,43,3.31,13,23,12,1,33,,,1,,,0
